mode,query_class,query_filename,query_filepath,top1_class,top1_filename,top1_filepath,top1_similarity,top1_structure_similarity,top1_is_relevant,recall_at_1,recall_at_5,recall_at_10,ap_at_k,ndcg_at_k,first_tier,second_tier,anmrr
multimodal_text,活塞,活塞_001.dwg-2025-09-24-13-46-55-222.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\活塞\活塞_001.dwg-2025-09-24-13-46-55-222.png,活塞,活塞.dwg-2025-09-24-13-46-55-192.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\活塞\活塞.dwg-2025-09-24-13-46-55-192.png,1.0,1.0,1,1.0,1.0,1.0,0.9,0.936379,0.202899,0.275362,0.684693
multimodal_text,活塞,活塞_2_001.dwg-2025-09-24-13-46-55-236.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\活塞\活塞_2_001.dwg-2025-09-24-13-46-55-236.png,活塞,活塞_1.dwg-2025-09-24-13-46-55-227.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\活塞\活塞_1.dwg-2025-09-24-13-46-55-227.png,1.0,1.0,1,1.0,1.0,1.0,0.9,0.936379,0.15942,0.202899,0.755839
multimodal_text,活塞,活塞杆_1.dwg-2025-09-24-13-46-55-246.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\活塞\活塞杆_1.dwg-2025-09-24-13-46-55-246.png,活塞,活塞杆_001.dwg-2025-09-24-13-46-55-242.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\活塞\活塞杆_001.dwg-2025-09-24-13-46-55-242.png,1.0,1.0,1,1.0,1.0,1.0,0.3,0.469,0.043478,0.043478,0.938556
multimodal_text,活塞,活塞零件夹具图 A0_1.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\活塞\活塞零件夹具图 A0_1.png,活塞,活塞零件夹具图 A0_2.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\活塞\活塞零件夹具图 A0_2.png,1.0,1.0,1,1.0,1.0,1.0,0.566667,0.715186,0.188406,0.304348,0.649838
multimodal_text,活塞,顶出活塞.dwg-2025-09-24-13-49-46-759.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\活塞\顶出活塞.dwg-2025-09-24-13-49-46-759.png,装配图工序图,装配图_16.dwg-2025-09-24-13-47-47-582.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\装配图工序图\装配图_16.dwg-2025-09-24-13-47-47-582.png,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.130435,0.130435,0.849623
multimodal_text,活塞,顶出活塞_1.dwg-2025-09-24-13-49-46-770.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\活塞\顶出活塞_1.dwg-2025-09-24-13-49-46-770.png,装配图工序图,装配图_16.dwg-2025-09-24-13-47-47-582.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\装配图工序图\装配图_16.dwg-2025-09-24-13-47-47-582.png,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.130435,0.130435,0.849623
multimodal_text,活塞,顶出活塞_2_001.dwg-2025-09-24-13-49-46-785.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\活塞\顶出活塞_2_001.dwg-2025-09-24-13-49-46-785.png,装配图工序图,装配图_16.dwg-2025-09-24-13-47-47-582.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\装配图工序图\装配图_16.dwg-2025-09-24-13-47-47-582.png,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.130435,0.130435,0.849623
multimodal_text,盘盖,3上下盖零件图_1.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\盘盖\3上下盖零件图_1.png,盘盖,3上下盖零件图.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\盘盖\3上下盖零件图.png,1.0,1.0,1,1.0,1.0,1.0,0.590873,0.756448,0.483784,0.535135,0.447088
multimodal_text,盘盖,3－端盖_001.dwg-2025-09-24-13-44-27-943.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\盘盖\3－端盖_001.dwg-2025-09-24-13-44-27-943.png,盘盖,3－端盖.dwg-2025-09-24-13-44-27-938.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\盘盖\3－端盖.dwg-2025-09-24-13-44-27-938.png,1.0,1.0,1,1.0,1.0,1.0,0.438095,0.620762,0.110811,0.164865,0.845978
multimodal_text,盘盖,A1浮钳盘.dwg-2025-09-24-13-33-02-325.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\盘盖\A1浮钳盘.dwg-2025-09-24-13-33-02-325.png,盘盖,A1浮钳盘_001.dwg-2025-09-24-13-33-02-330.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\盘盖\A1浮钳盘_001.dwg-2025-09-24-13-33-02-330.png,1.0,1.0,1,1.0,1.0,1.0,0.405556,0.604686,0.062162,0.127027,0.884532
multimodal_text,盘盖,A1浮钳盘_001.dwg-2025-09-24-13-33-02-330.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\盘盖\A1浮钳盘_001.dwg-2025-09-24-13-33-02-330.png,盘盖,A1浮钳盘.dwg-2025-09-24-13-33-02-325.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\盘盖\A1浮钳盘.dwg-2025-09-24-13-33-02-325.png,1.0,1.0,1,1.0,1.0,1.0,0.405556,0.604686,0.062162,0.127027,0.884532
multimodal_text,盘盖,A2从动盘.dwg-2025-09-24-13-33-15-487.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\盘盖\A2从动盘.dwg-2025-09-24-13-33-15-487.png,盘盖,A2从动盘_001.dwg-2025-09-24-13-33-15-491.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\盘盖\A2从动盘_001.dwg-2025-09-24-13-33-15-491.png,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,0.545946,0.654054,0.333998
multimodal_text,盘盖,A2后端盖_001.dwg-2025-09-24-13-44-42-795.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\盘盖\A2后端盖_001.dwg-2025-09-24-13-44-42-795.png,盘盖,A2后端盖.dwg-2025-09-24-13-44-42-792.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\盘盖\A2后端盖.dwg-2025-09-24-13-44-42-792.png,1.0,1.0,1,1.0,1.0,1.0,0.1,0.220092,0.032432,0.121622,0.891097
multimodal_text,盘盖,上盖型芯.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\盘盖\上盖型芯.png,盘盖,下盖型芯.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\盘盖\下盖型芯.png,1.0,0.986783,1,1.0,1.0,1.0,1.0,1.0,0.537838,0.659459,0.333637
multimodal_text,盘盖,右箱盖.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\盘盖\右箱盖.png,盘盖,减速器机盖_1.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\盘盖\减速器机盖_1.png,0.955264,0.890561,1,1.0,1.0,1.0,1.0,1.0,0.524324,0.621622,0.374475
multimodal_text,盘盖,后盖－刘少卫 2007_001.dwg-2025-09-24-13-40-30-104.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\盘盖\后盖－刘少卫 2007_001.dwg-2025-09-24-13-40-30-104.png,盘盖,后盖－刘少卫 2007.dwg-2025-09-24-13-40-30-099.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\盘盖\后盖－刘少卫 2007.dwg-2025-09-24-13-40-30-099.png,1.0,1.0,1,1.0,1.0,1.0,0.1,0.220092,0.024324,0.067568,0.942721
multimodal_text,盘盖,小端盖_1.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\盘盖\小端盖_1.png,盘盖,大端盖_1.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\盘盖\大端盖_1.png,1.0,0.930076,1,1.0,1.0,1.0,1.0,1.0,0.554054,0.608108,0.374744
multimodal_text,盘盖,左法兰盘-张金浩2008.dwg-2025-09-24-13-41-50-193.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\盘盖\左法兰盘-张金浩2008.dwg-2025-09-24-13-41-50-193.png,盘盖,左法兰盘-张金浩2008_001.dwg-2025-09-24-13-41-50-196.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\盘盖\左法兰盘-张金浩2008_001.dwg-2025-09-24-13-41-50-196.png,1.0,1.0,1,1.0,1.0,1.0,0.419643,0.611795,0.12973,0.175676,0.835113
multimodal_text,盘盖,底座上端盖.dwg-2025-09-24-13-45-26-436.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\盘盖\底座上端盖.dwg-2025-09-24-13-45-26-436.png,盘盖,底座上端盖_001.dwg-2025-09-24-13-45-26-440.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\盘盖\底座上端盖_001.dwg-2025-09-24-13-45-26-440.png,1.0,1.0,1,1.0,1.0,1.0,0.405556,0.604686,0.105405,0.156757,0.85111
multimodal_text,盘盖,挡盖.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\盘盖\挡盖.png,盘盖,下盖型腔_1.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\盘盖\下盖型腔_1.png,0.965738,0.827068,1,1.0,1.0,1.0,1.0,1.0,0.527027,0.648649,0.338698
multimodal_text,盘盖,旋转编码盘.dwg-2025-09-24-13-46-12-367.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\盘盖\旋转编码盘.dwg-2025-09-24-13-46-12-367.png,盘盖,旋转编码盘_001.dwg-2025-09-24-13-46-12-377.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\盘盖\旋转编码盘_001.dwg-2025-09-24-13-46-12-377.png,1.0,1.0,1,1.0,1.0,1.0,0.1,0.220092,0.016216,0.035135,0.962339
multimodal_text,盘盖,气缸前端盖A3大概_4_001.dwg-2025-09-24-13-46-41-099.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\盘盖\气缸前端盖A3大概_4_001.dwg-2025-09-24-13-46-41-099.png,盘盖,气缸前端盖A3大概_001.dwg-2025-09-24-13-46-41-060.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\盘盖\气缸前端盖A3大概_001.dwg-2025-09-24-13-46-41-060.png,1.0,1.0,1,1.0,1.0,1.0,0.9,0.936379,0.051351,0.110811,0.888245
multimodal_text,盘盖,气缸盖三面钻孔工序图-张金浩2008_001.dwg-2025-09-24-13-42-38-772.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\盘盖\气缸盖三面钻孔工序图-张金浩2008_001.dwg-2025-09-24-13-42-38-772.png,盘盖,气缸盖三面钻孔工序图-张金浩2008.dwg-2025-09-24-13-42-38-769.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\盘盖\气缸盖三面钻孔工序图-张金浩2008.dwg-2025-09-24-13-42-38-769.png,1.0,1.0,1,1.0,1.0,1.0,0.158333,0.355777,0.008108,0.008108,0.990768
multimodal_text,盘盖,箱盖A2_2.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\盘盖\箱盖A2_2.png,盘盖,箱盖A2_1.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\盘盖\箱盖A2_1.png,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,0.524324,0.575676,0.378612
multimodal_text,盘盖,箱盖_3.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\盘盖\箱盖_3.png,盘盖,箱盖_2.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\盘盖\箱盖_2.png,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,0.518919,0.545946,0.391092
multimodal_text,盘盖,箱盖_6.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\盘盖\箱盖_6.png,盘盖,箱盖 (2).png,D:\workspace\图纸检索项目\数据集\Dataset_img3\盘盖\箱盖 (2).png,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,0.527027,0.6,0.367991
multimodal_text,盘盖,蜗杆盖_2.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\盘盖\蜗杆盖_2.png,盘盖,蜗杆盖.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\盘盖\蜗杆盖.png,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,0.521622,0.616216,0.367586
multimodal_text,管,07103-G160F-0000 废气管.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\管\07103-G160F-0000 废气管.png,管,clean_07103-G160F-0000 废气管.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\管\result_yolo_custom\clean_07103-G160F-0000 废气管.png,0.9998,0.999409,1,1.0,1.0,1.0,0.1,0.220092,0.056604,0.056604,0.937817
multimodal_text,管,17208-G160F-0000 管夹簧12.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\管\17208-G160F-0000 管夹簧12.png,管,10002-G160F-0000 管夹簧8.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\管\10002-G160F-0000 管夹簧8.png,1.0,0.982349,1,1.0,1.0,1.0,0.22619,0.441285,0.339623,0.566038,0.466626
multimodal_text,管,DW22-05-04加长管.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\管\DW22-05-04加长管.png,管,clean_DW22-05-04加长管.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\管\result_yolo_custom\clean_DW22-05-04加长管.png,0.980957,0.924796,1,1.0,1.0,1.0,0.6875,0.796761,0.358491,0.45283,0.52394
multimodal_text,管,clean_07103-G160F-0000 废气管.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\管\result_yolo_custom\clean_07103-G160F-0000 废气管.png,管,07103-G160F-0000 废气管.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\管\07103-G160F-0000 废气管.png,0.9998,0.999409,1,1.0,1.0,1.0,0.1,0.220092,0.056604,0.056604,0.937817
multimodal_text,管,clean_08107-G160F-0000 排气管.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\管\result_yolo_custom\clean_08107-G160F-0000 排气管.png,管,08107-G160F-0000 排气管.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\管\08107-G160F-0000 排气管.png,0.998411,0.994879,1,1.0,1.0,1.0,0.1,0.220092,0.037736,0.09434,0.889126
multimodal_text,管,clean_17208-G160F-0000 管夹簧12.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\管\result_yolo_custom\clean_17208-G160F-0000 管夹簧12.png,管,clean_10002-G160F-0000 管夹簧8.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\管\result_yolo_custom\clean_10002-G160F-0000 管夹簧8.png,0.990478,0.981481,1,1.0,1.0,1.0,0.1,0.220092,0.09434,0.169811,0.843376
multimodal_text,管,clean_后桥半轴套管凸缘A3.dwg-2025-09-24-13-34-23-988.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\管\result_yolo_custom\clean_后桥半轴套管凸缘A3.dwg-2025-09-24-13-34-23-988.png,管,clean_后桥半轴套管凸缘A3_001.dwg-2025-09-24-13-34-23-993.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\管\result_yolo_custom\clean_后桥半轴套管凸缘A3_001.dwg-2025-09-24-13-34-23-993.png,1.0,1.0,1,1.0,1.0,1.0,0.21,0.400023,0.056604,0.056604,0.935991
multimodal_text,管,clean_后桥半轴套管凸缘A3_001.dwg-2025-09-24-13-34-23-993.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\管\result_yolo_custom\clean_后桥半轴套管凸缘A3_001.dwg-2025-09-24-13-34-23-993.png,管,clean_后桥半轴套管凸缘A3.dwg-2025-09-24-13-34-23-988.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\管\result_yolo_custom\clean_后桥半轴套管凸缘A3.dwg-2025-09-24-13-34-23-988.png,1.0,1.0,1,1.0,1.0,1.0,0.21,0.400023,0.056604,0.056604,0.935991
multimodal_text,管,clean_四通（1）.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\管\result_yolo_custom\clean_四通（1）.png,管,四通（1）.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\管\四通（1）.png,0.999998,0.999998,1,1.0,1.0,1.0,0.1,0.220092,0.018868,0.018868,0.978495
multimodal_text,管,clean_弯管接头装配图.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\管\result_yolo_custom\clean_弯管接头装配图.png,管,弯管接头装配图.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\管\弯管接头装配图.png,0.995651,0.999143,1,1.0,1.0,1.0,0.1,0.220092,0.018868,0.018868,0.978495
multimodal_text,管,clean_自耦泵.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\管\result_yolo_custom\clean_自耦泵.png,管,自耦泵.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\管\自耦泵.png,0.999995,0.999975,1,1.0,1.0,1.0,0.1,0.220092,0.018868,0.018868,0.978495
multimodal_text,管,clean_进气歧管.dwg-2025-09-24-13-37-48-088.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\管\result_yolo_custom\clean_进气歧管.dwg-2025-09-24-13-37-48-088.png,管,clean_进气歧管_001.dwg-2025-09-24-13-37-48-092.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\管\result_yolo_custom\clean_进气歧管_001.dwg-2025-09-24-13-37-48-092.png,1.0,1.0,1,1.0,1.0,1.0,0.3,0.469,0.056604,0.056604,0.935788
multimodal_text,管,clean_进气歧管_001.dwg-2025-09-24-13-37-48-092.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\管\result_yolo_custom\clean_进气歧管_001.dwg-2025-09-24-13-37-48-092.png,管,clean_进气歧管.dwg-2025-09-24-13-37-48-088.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\管\result_yolo_custom\clean_进气歧管.dwg-2025-09-24-13-37-48-088.png,1.0,1.0,1,1.0,1.0,1.0,0.3,0.469,0.056604,0.056604,0.935788
multimodal_text,管,后桥半轴套管凸缘A3_001.dwg-2025-09-24-13-34-23-993.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\管\后桥半轴套管凸缘A3_001.dwg-2025-09-24-13-34-23-993.png,管,后桥半轴套管凸缘A3.dwg-2025-09-24-13-34-23-988.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\管\后桥半轴套管凸缘A3.dwg-2025-09-24-13-34-23-988.png,1.0,1.0,1,1.0,1.0,1.0,0.1,0.220092,0.018868,0.018868,0.978495
multimodal_text,管,后桥半轴套管衬套A3.dwg-2025-09-24-13-34-23-997.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\管\后桥半轴套管衬套A3.dwg-2025-09-24-13-34-23-997.png,管,后桥半轴套管衬套A3_001.dwg-2025-09-24-13-34-24-000.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\管\后桥半轴套管衬套A3_001.dwg-2025-09-24-13-34-24-000.png,1.0,1.0,1,1.0,1.0,1.0,0.3,0.469,0.056604,0.056604,0.935788
multimodal_text,管,管子1（A3）.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\管\管子1（A3）.png,管,clean_管子1（A3）.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\管\result_yolo_custom\clean_管子1（A3）.png,0.999969,0.999948,1,1.0,1.0,1.0,0.3,0.469,0.301887,0.471698,0.53733
multimodal_text,管,自耦泵.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\管\自耦泵.png,管,clean_自耦泵.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\管\result_yolo_custom\clean_自耦泵.png,0.999995,0.999976,1,1.0,1.0,1.0,0.1,0.220092,0.018868,0.018868,0.978495
multimodal_text,管,进气歧管.dwg-2025-09-24-13-37-48-088.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\管\进气歧管.dwg-2025-09-24-13-37-48-088.png,管,进气歧管_001.dwg-2025-09-24-13-37-48-092.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\管\进气歧管_001.dwg-2025-09-24-13-37-48-092.png,1.0,1.0,1,1.0,1.0,1.0,0.3,0.469,0.056604,0.056604,0.935788
multimodal_text,管,进水管.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\管\进水管.png,管,clean_进水管.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\管\result_yolo_custom\clean_进水管.png,0.993793,0.975791,1,1.0,1.0,1.0,0.182857,0.378599,0.320755,0.415094,0.552445
multimodal_text,管,通用补偿器.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\管\通用补偿器.png,管,clean_通用补偿器.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\管\result_yolo_custom\clean_通用补偿器.png,0.999996,0.99998,1,1.0,1.0,1.0,0.281944,0.49464,0.415094,0.528302,0.492291
multimodal_text,箱体,01103-G160F-0000  油封25.41.25.6.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\箱体\01103-G160F-0000  油封25.41.25.6.png,齿轮带轮凸轮,轮毂电机_001.dwg-2025-09-24-13-37-47-965.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\齿轮带轮凸轮\轮毂电机_001.dwg-2025-09-24-13-37-47-965.png,0.916357,0.782874,0,0.0,0.0,0.0,0.0,0.0,0.0,0.014388,0.975478
multimodal_text,箱体,B9912018箱体图2_001.dwg-2025-09-24-13-38-50-810.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\箱体\B9912018箱体图2_001.dwg-2025-09-24-13-38-50-810.png,箱体,B9912018箱体图2.dwg-2025-09-24-13-38-50-806.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\箱体\B9912018箱体图2.dwg-2025-09-24-13-38-50-806.png,1.0,1.0,1,1.0,1.0,1.0,0.1,0.220092,0.007194,0.021583,0.978166
multimodal_text,箱体,东方红拖拉机变速箱箱体零件图1.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\箱体\东方红拖拉机变速箱箱体零件图1.png,箱体,东方红拖拉机变速箱箱体零件图1_1.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\箱体\东方红拖拉机变速箱箱体零件图1_1.png,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,0.453237,0.517986,0.448569
multimodal_text,箱体,基座.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\箱体\基座.png,汽车部件,LATCH-INR.dwg-2025-09-24-13-33-15-733.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\汽车部件\LATCH-INR.dwg-2025-09-24-13-33-15-733.png,0.897215,0.667759,0,0.0,0.0,0.0,0.0,0.0,0.028777,0.064748,0.933715
multimodal_text,箱体,外箱体箱盖一半初稿11_001.dwg-2025-09-24-13-34-24-320.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\箱体\外箱体箱盖一半初稿11_001.dwg-2025-09-24-13-34-24-320.png,箱体,外箱体箱盖一半初稿11.dwg-2025-09-24-13-34-24-316.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\箱体\外箱体箱盖一半初稿11.dwg-2025-09-24-13-34-24-316.png,1.0,1.0,1,1.0,1.0,1.0,0.465,0.652088,0.388489,0.489209,0.500657
multimodal_text,箱体,微信图片_20251014202956_73_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\箱体\微信图片_20251014202956_73_58.png,箱体,微信图片_20251014202946_71_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\箱体\微信图片_20251014202946_71_58.png,0.980184,0.905349,1,1.0,1.0,1.0,0.1,0.220092,0.007194,0.014388,0.981712
multimodal_text,箱体,微信图片_20251014203047_79_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\箱体\微信图片_20251014203047_79_58.png,夹具,量具止端.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\夹具\量具止端.png,0.910914,0.752128,0,0.0,0.0,0.0,0.0,0.0,0.014388,0.035971,0.947705
multimodal_text,箱体,微信图片_20251014203051_80_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\箱体\微信图片_20251014203051_80_58.png,箱体,微信图片_20251014203158_91_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\箱体\微信图片_20251014203158_91_58.png,0.986735,0.948083,1,1.0,1.0,1.0,0.128571,0.293456,0.035971,0.043165,0.938517
multimodal_text,箱体,微信图片_20251014203203_92_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\箱体\微信图片_20251014203203_92_58.png,箱体,微信图片_20251014203346_106_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\箱体\微信图片_20251014203346_106_58.png,0.991457,0.976825,1,1.0,1.0,1.0,1.0,1.0,0.453237,0.510791,0.450179
multimodal_text,箱体,微信图片_20251014203252_98_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\箱体\微信图片_20251014203252_98_58.png,花键,微信图片_20251014202437_52_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\花键\微信图片_20251014202437_52_58.png,0.971824,0.90497,0,0.0,1.0,1.0,0.258333,0.422095,0.043165,0.043165,0.948252
multimodal_text,箱体,微信图片_20251014203312_100_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\箱体\微信图片_20251014203312_100_58.png,箱体,微信图片_20251014203225_95_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\箱体\微信图片_20251014203225_95_58.png,0.991421,0.992358,1,1.0,1.0,1.0,1.0,1.0,0.438849,0.510791,0.458127
multimodal_text,箱体,泵（俯视）.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\箱体\泵（俯视）.png,齿轮带轮凸轮,A0-槽轮_001.dwg-2025-09-24-13-44-28-169.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\齿轮带轮凸轮\A0-槽轮_001.dwg-2025-09-24-13-44-28-169.png,0.914546,0.60641,0,0.0,0.0,0.0,0.0,0.0,0.028777,0.064748,0.909902
multimodal_text,箱体,泵（标准螺杆泵）.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\箱体\泵（标准螺杆泵）.png,箱体,泵（螺杆俯视）.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\箱体\泵（螺杆俯视）.png,0.949752,0.751923,1,1.0,1.0,1.0,1.0,1.0,0.460432,0.503597,0.456428
multimodal_text,箱体,泵（离心）.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\箱体\泵（离心）.png,装配图工序图,传动图_001.dwg-2025-09-24-13-39-48-626.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\装配图工序图\传动图_001.dwg-2025-09-24-13-39-48-626.png,0.893381,0.69609,0,0.0,0.0,0.0,0.0,0.0,0.0,0.007194,0.995302
multimodal_text,箱体,泵（螺杆侧视）.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\箱体\泵（螺杆侧视）.png,箱体,泵（螺杆俯视）.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\箱体\泵（螺杆俯视）.png,0.98051,0.903931,1,1.0,1.0,1.0,0.866389,0.926636,0.453237,0.496403,0.469768
multimodal_text,箱体,箱体.dwg-2025-09-24-13-37-19-782.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\箱体\箱体.dwg-2025-09-24-13-37-19-782.png,箱体,箱体_001.dwg-2025-09-24-13-37-19-786.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\箱体\箱体_001.dwg-2025-09-24-13-37-19-786.png,1.0,1.0,1,1.0,1.0,1.0,0.1,0.220092,0.043165,0.043165,0.94447
multimodal_text,箱体,箱体_6.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\箱体\箱体_6.png,箱体,箱体_4.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\箱体\箱体_4.png,1.0,1.0,1,1.0,1.0,1.0,0.31,0.513529,0.446043,0.503597,0.461835
multimodal_text,箱体,箱体图.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\箱体\箱体图.png,箱体,箱体_2.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\箱体\箱体_2.png,0.964387,0.833637,1,1.0,1.0,1.0,1.0,1.0,0.453237,0.510791,0.448658
